iter	Passed	Remaining
702	4902	2071
703	4904	2061
704	4905	2052
705	4914	2046
706	4915	2037
707	4916	2027
708	4918	2018
709	4919	2009
710	4920	2000
711	4930	1994
712	4931	1985
713	4932	1975
714	4933	1966
715	4935	1957
716	4936	1948
717	4947	1943
718	4949	1934
719	4951	1925
720	4965	1921
721	4967	1912
722	4968	1903
723	4979	1898
724	4980	1889
725	4982	1880
726	4983	1871
727	4984	1862
728	4993	1856
729	4994	1847
730	4995	1838
731	4996	1829
732	4997	1820
733	4998	1811
734	5000	1802
735	5011	1797
736	5013	1788
737	5014	1780
738	5015	1771
739	5025	1765
740	5027	1757
741	5028	1748
742	5029	1739
743	5030	1731
744	5031	1722
745	5033	1713
746	5034	1705
747	5035	1696
748	5037	1687
749	5038	1679
750	5039	1670
751	5040	1662
752	5054	1658
753	5056	1649
754	5063	1643
755	5065	1634
756	5066	1626
757	5067	1617
758	5068	1609
759	5069	1600
760	5070	1592
761	5072	1584
762	5073	1575
763	5074	1567
764	5075	1559
765	5077	1550
766	5078	1542
767	5085	1536
768	5086	1527
769	5087	1519
770	5088	1511
771	5089	1503
772	5091	1495
773	5092	1486
774	5093	1478
775	5104	1473
776	5105	1465
777	5106	1457
778	5107	1449
779	5109	1441
780	5110	1433
781	5111	1425
782	5113	1417
783	5115	1409
784	5116	1401
785	5118	1393
786	5120	1385
787	5126	1379
788	5127	1371
789	5128	1363
790	5129	1355
791	5130	1347
792	5132	1339
793	5133	1331
794	5134	1323
795	5135	1316
796	5136	1308
797	5138	1300
798	5139	1292
799	5140	1285
800	5141	1277
801	5142	1269
802	5150	1263
803	5151	1255
804	5152	1248
805	5154	1240
806	5155	1232
807	5156	1225
808	5157	1217
809	5158	1210
810	5169	1204
811	5171	1197
812	5172	1189
813	5173	1182
814	5174	1174
815	5184	1169
816	5186	1161
817	5187	1154
818	5189	1146
819	5190	1139
820	5198	1133
821	5199	1125
822	5200	1118
823	5202	1111
824	5203	1103
825	5204	1096
826	5205	1088
827	5217	1083
828	5218	1076
829	5219	1069
830	5220	1061
831	5222	1054
832	5224	1047
833	5225	1040
834	5226	1032
835	5228	1025
836	5229	1018
837	5230	1011
838	5236	1004
839	5237	997
840	5239	990
841	5240	983
842	5241	976
843	5242	968
844	5243	961
845	5244	954
846	5245	947
847	5253	941
848	5254	934
849	5255	927
850	5256	920
851	5258	913
852	5259	906
853	5260	899
854	5261	892
855	5271	886
856	5273	879
857	5274	872
858	5275	866
859	5277	859
860	5278	852
861	5288	846
862	5289	839
863	5291	832
864	5292	825
865	5293	819
866	5301	813
867	5302	806
868	5304	799
869	5305	792
870	5306	785
871	5308	779
872	5309	772
873	5320	766
874	5321	760
875	5323	753
876	5325	746
877	5328	740
878	5330	733
879	5331	726
880	5332	720
881	5333	713
882	5334	706
883	5336	700
884	5338	693
885	5339	687
886	5348	681
887	5349	674
888	5351	668
889	5352	661
890	5354	655
891	5355	648
892	5364	642
893	5365	636
894	5366	629
895	5367	623
896	5368	616
897	5370	609
898	5375	603
899	5376	597
900	5378	590
901	5379	584
902	5380	577
903	5381	571
904	5386	565
905	5387	558
906	5388	552
907	5390	546
908	5391	539
909	5392	533
910	5394	526
911	5395	520
912	5396	514
913	5397	507
914	5399	501
915	5400	495
916	5401	488
917	5402	482
918	5403	476
919	5412	470
920	5414	464
921	5415	458
922	5416	451
923	5417	445
924	5418	439
925	5419	433
926	5430	427
927	5431	421
928	5432	415
929	5433	409
930	5435	402
931	5443	397
932	5444	391
933	5448	385
934	5449	378
935	5450	372
936	5456	366
937	5458	360
938	5459	354
939	5461	348
940	5462	342
941	5463	336
942	5464	330
943	5465	324
944	5473	318
945	5474	312
946	5475	306
947	5476	300
948	5478	294
949	5479	288
950	5480	282
951	5481	276
952	5485	270
953	5487	264
954	5488	258
955	5489	252
956	5490	246
957	5491	240
958	5493	234
959	5494	228
960	5495	223
961	5496	217
962	5497	211
963	5499	205
964	5511	199
965	5513	194
966	5515	188
967	5522	182
968	5524	176
969	5525	170
970	5526	165
971	5528	159
972	5529	153
973	5530	147
974	5540	142
975	5542	136
976	5546	130
977	5548	124
978	5549	119
979	5550	113
980	5551	107
981	5552	101
982	5557	96
983	5559	90
984	5560	84
985	5561	78
986	5563	73
987	5564	67
988	5565	61
989	5566	56
990	5568	50
991	5576	44
992	5578	39
993	5579	33
994	5580	28
995	5581	22
996	5582	16
997	5594	11
998	5595	5
999	5596	0
